id,"measure","response",year,"organisation","group",score
688,"B21","P",2010,"INSS","A",63
689,"B22","P",2010,"INSS","A",56
690,"B23","P",2010,"INSS","A",45
691,"B24","P",2010,"INSS","A",20
692,"B25","P",2010,"INSS","A",33
693,"B26","P",2010,"INSS","A",75
694,"B27","P",2010,"INSS","A",82
695,"B28","P",2010,"INSS","A",58
696,"B29","P",2010,"INSS","A",71
697,"B30","P",2010,"INSS","A",87
698,"B31","P",2010,"INSS","A",71
699,"B32","P",2010,"INSS","A",82
700,"B33","P",2010,"INSS","A",89
701,"B34","P",2010,"INSS","A",71
702,"B35","P",2010,"INSS","A",65
703,"B36","P",2010,"INSS","A",74
704,"B37","P",2010,"INSS","A",24
705,"B38","P",2010,"INSS","A",27
706,"B39","P",2010,"INSS","A",21
707,"B40","P",2010,"INSS","A",32
708,"B41","P",2010,"INSS","A",34
709,"B42","P",2010,"INSS","A",27
710,"B43","P",2010,"INSS","A",22
711,"B44","P",2010,"INSS","A",21
712,"B45","P",2010,"INSS","A",23
713,"B46","P",2010,"INSS","A",22
714,"B47","P",2010,"INSS","A",48
715,"B48","P",2010,"INSS","A",27
716,"B49","P",2010,"INSS","A",31
717,"B50","P",2010,"INSS","A",38
718,"B51","P",2010,"INSS","A",34
719,"B52","P",2010,"INSS","A",36
720,"B53","P",2010,"INSS","A",31
721,"B54","P",2010,"INSS","A",28
722,"B55","P",2010,"INSS","A",29
723,"B56","P",2010,"INSS","A",54
724,"C01","P",2010,"INSS","A",82
725,"C02","P",2010,"INSS","A",82
726,"E01","P",2010,"INSS","A",71
727,"E02","P",2010,"INSS","A",48
728,"E03","P",2010,"INSS","A",54
729,"F01","P",2010,"INSS","A",13
730,"F03","P",2010,"INSS","A",11
731,"EEI","P",2010,"IPO","A",52
732,"MW","P",2010,"IPO","A",69
733,"OP","P",2010,"IPO","A",72
734,"LM","P",2010,"IPO","A",59
735,"MT","P",2010,"IPO","A",73
736,"LD","P",2010,"IPO","A",48
737,"IF","P",2010,"IPO","A",66
738,"RW","P",2010,"IPO","A",73
739,"PB","P",2010,"IPO","A",31
740,"LC","P",2010,"IPO","A",30
741,"B01","P",2010,"IPO","A",85
742,"B02","P",2010,"IPO","A",78
743,"B03","P",2010,"IPO","A",69
744,"B04","P",2010,"IPO","A",40
745,"B05","P",2010,"IPO","A",70
746,"B06","P",2010,"IPO","A",76
747,"B07","P",2010,"IPO","A",65
748,"B08","P",2010,"IPO","A",75
749,"B09","P",2010,"IPO","A",56
750,"B10","P",2010,"IPO","A",74
751,"B11","P",2010,"IPO","A",70
752,"B12","P",2010,"IPO","A",52
753,"B13","P",2010,"IPO","A",63
754,"B14","P",2010,"IPO","A",69
755,"B15","P",2010,"IPO","A",58
756,"B16","P",2010,"IPO","A",54
757,"B17","P",2010,"IPO","A",56
758,"B18","P",2010,"IPO","A",33
759,"B19","P",2010,"IPO","A",85
760,"B20","P",2010,"IPO","A",75
761,"B21","P",2010,"IPO","A",57
762,"B22","P",2010,"IPO","A",59
763,"B23","P",2010,"IPO","A",56
764,"B24","P",2010,"IPO","A",35
765,"B25","P",2010,"IPO","A",42
766,"B26","P",2010,"IPO","A",72
767,"B27","P",2010,"IPO","A",83
768,"B28","P",2010,"IPO","A",47
769,"B29","P",2010,"IPO","A",63
770,"B30","P",2010,"IPO","A",82
771,"B31","P",2010,"IPO","A",65
772,"B32","P",2010,"IPO","A",72
773,"B33","P",2010,"IPO","A",88
774,"B34","P",2010,"IPO","A",77
775,"B35","P",2010,"IPO","A",59
776,"B36","P",2010,"IPO","A",70
777,"B37","P",2010,"IPO","A",31
778,"B38","P",2010,"IPO","A",35
779,"B39","P",2010,"IPO","A",27
780,"B40","P",2010,"IPO","A",33
781,"B41","P",2010,"IPO","A",40
782,"B42","P",2010,"IPO","A",29
783,"B43","P",2010,"IPO","A",26
784,"B44","P",2010,"IPO","A",25
785,"B45","P",2010,"IPO","A",18
786,"B46","P",2010,"IPO","A",17
787,"B47","P",2010,"IPO","A",49
788,"B48","P",2010,"IPO","A",30
789,"B49","P",2010,"IPO","A",31
790,"B50","P",2010,"IPO","A",47
791,"B51","P",2010,"IPO","A",40
792,"B52","P",2010,"IPO","A",40
793,"B53","P",2010,"IPO","A",29
794,"B54","P",2010,"IPO","A",26
795,"B55","P",2010,"IPO","A",34
796,"B56","P",2010,"IPO","A",39
797,"C01","P",2010,"IPO","A",85
798,"C02","P",2010,"IPO","A",84
799,"E01","P",2010,"IPO","A",81
800,"E02","P",2010,"IPO","A",45
801,"E03","P",2010,"IPO","A",60
802,"F01","P",2010,"IPO","A",11
803,"F03","P",2010,"IPO","A",9
804,"EEI","P",2010,"NMO","A",65
805,"MW","P",2010,"NMO","A",78
806,"OP","P",2010,"NMO","A",88
807,"LM","P",2010,"NMO","A",68
808,"MT","P",2010,"NMO","A",68
809,"LD","P",2010,"NMO","A",54
810,"IF","P",2010,"NMO","A",76
811,"RW","P",2010,"NMO","A",78
812,"PB","P",2010,"NMO","A",34
813,"LC","P",2010,"NMO","A",59
814,"B01","P",2010,"NMO","A",90
815,"B02","P",2010,"NMO","A",79
816,"B03","P",2010,"NMO","A",72
817,"B04","P",2010,"NMO","A",66
818,"B05","P",2010,"NMO","A",81
819,"B06","P",2010,"NMO","A",90
820,"B07","P",2010,"NMO","A",86
821,"B08","P",2010,"NMO","A",88
822,"B09","P",2010,"NMO","A",64
823,"B10","P",2010,"NMO","A",87
824,"B11","P",2010,"NMO","A",86
825,"B12","P",2010,"NMO","A",64
826,"B13","P",2010,"NMO","A",65
827,"B14","P",2010,"NMO","A",80
828,"B15","P",2010,"NMO","A",68
829,"B16","P",2010,"NMO","A",70
830,"B17","P",2010,"NMO","A",64
831,"B18","P",2010,"NMO","A",36
832,"B19","P",2010,"NMO","A",74
833,"B20","P",2010,"NMO","A",65
834,"B21","P",2010,"NMO","A",65
835,"B22","P",2010,"NMO","A",70
836,"B23","P",2010,"NMO","A",51
837,"B24","P",2010,"NMO","A",41
838,"B25","P",2010,"NMO","A",52
839,"B26","P",2010,"NMO","A",81
840,"B27","P",2010,"NMO","A",83
841,"B28","P",2010,"NMO","A",65
842,"B29","P",2010,"NMO","A",74
843,"B30","P",2010,"NMO","A",84
844,"B31","P",2010,"NMO","A",68
845,"B32","P",2010,"NMO","A",84
846,"B33","P",2010,"NMO","A",87
847,"B34","P",2010,"NMO","A",77
848,"B35","P",2010,"NMO","A",65
849,"B36","P",2010,"NMO","A",80
850,"B37","P",2010,"NMO","A",33
851,"B38","P",2010,"NMO","A",37
852,"B39","P",2010,"NMO","A",31
853,"B40","P",2010,"NMO","A",72
854,"B41","P",2010,"NMO","A",65
855,"B42","P",2010,"NMO","A",57
856,"B43","P",2010,"NMO","A",55
857,"B44","P",2010,"NMO","A",65
858,"B45","P",2010,"NMO","A",54
859,"B46","P",2010,"NMO","A",45
860,"B47","P",2010,"NMO","A",66
861,"B48","P",2010,"NMO","A",54
862,"B49","P",2010,"NMO","A",57
863,"B50","P",2010,"NMO","A",61
864,"B51","P",2010,"NMO","A",65
865,"B52","P",2010,"NMO","A",48
866,"B53","P",2010,"NMO","A",54
867,"B54","P",2010,"NMO","A",49
868,"B55","P",2010,"NMO","A",55
869,"B56","P",2010,"NMO","A",54
870,"C01","P",2010,"NMO","A",94
871,"C02","P",2010,"NMO","A",96
872,"E01","P",2010,"NMO","A",99
873,"E02","P",2010,"NMO","A",66
874,"E03","P",2010,"NMO","A",80
875,"F01","P",2010,"NMO","A",6
876,"F03","P",2010,"NMO","A",6
877,"EEI","P",2010,"OFT","A",63
878,"MW","P",2010,"OFT","A",72
879,"OP","P",2010,"OFT","A",91
880,"LM","P",2010,"OFT","A",70
881,"MT","P",2010,"OFT","A",81
882,"LD","P",2010,"OFT","A",49
883,"IF","P",2010,"OFT","A",76
884,"RW","P",2010,"OFT","A",74
885,"PB","P",2010,"OFT","A",38
886,"LC","P",2010,"OFT","A",46
887,"B01","P",2010,"OFT","A",88
888,"B02","P",2010,"OFT","A",73
889,"B03","P",2010,"OFT","A",71
890,"B04","P",2010,"OFT","A",58
891,"B05","P",2010,"OFT","A",70
892,"B06","P",2010,"OFT","A",94
893,"B07","P",2010,"OFT","A",90
894,"B08","P",2010,"OFT","A",88
895,"B09","P",2010,"OFT","A",69
896,"B10","P",2010,"OFT","A",82
897,"B11","P",2010,"OFT","A",82
898,"B12","P",2010,"OFT","A",64
899,"B13","P",2010,"OFT","A",76
900,"B14","P",2010,"OFT","A",81
901,"B15","P",2010,"OFT","A",66
902,"B16","P",2010,"OFT","A",64
903,"B17","P",2010,"OFT","A",66
904,"B18","P",2010,"OFT","A",46
905,"B19","P",2010,"OFT","A",83
906,"B20","P",2010,"OFT","A",81
907,"B21","P",2010,"OFT","A",77
908,"B22","P",2010,"OFT","A",58
909,"B23","P",2010,"OFT","A",55
910,"B24","P",2010,"OFT","A",36
911,"B25","P",2010,"OFT","A",47
912,"B26","P",2010,"OFT","A",79
913,"B27","P",2010,"OFT","A",83
914,"B28","P",2010,"OFT","A",65
915,"B29","P",2010,"OFT","A",76
916,"B30","P",2010,"OFT","A",80
917,"B31","P",2010,"OFT","A",66
918,"B32","P",2010,"OFT","A",71
919,"B33","P",2010,"OFT","A",90
920,"B34","P",2010,"OFT","A",70
921,"B35","P",2010,"OFT","A",67
922,"B36","P",2010,"OFT","A",73
923,"B37","P",2010,"OFT","A",39
924,"B38","P",2010,"OFT","A",41
925,"B39","P",2010,"OFT","A",33
926,"B40","P",2010,"OFT","A",50
927,"B41","P",2010,"OFT","A",56
928,"B42","P",2010,"OFT","A",45
929,"B43","P",2010,"OFT","A",48
930,"B44","P",2010,"OFT","A",47
931,"B45","P",2010,"OFT","A",35
932,"B46","P",2010,"OFT","A",29
933,"B47","P",2010,"OFT","A",61
934,"B48","P",2010,"OFT","A",45
935,"B49","P",2010,"OFT","A",48
936,"B50","P",2010,"OFT","A",68
937,"B51","P",2010,"OFT","A",53
938,"B52","P",2010,"OFT","A",55
939,"B53","P",2010,"OFT","A",49
940,"B54","P",2010,"OFT","A",47
941,"B55","P",2010,"OFT","A",51
942,"B56","P",2010,"OFT","A",58
943,"C01","P",2010,"OFT","A",83
944,"C02","P",2010,"OFT","A",68
945,"E01","P",2010,"OFT","A",88
946,"E02","P",2010,"OFT","A",47
947,"E03","P",2010,"OFT","A",65
948,"F01","P",2010,"OFT","A",11
949,"F03","P",2010,"OFT","A",11
950,"EEI","P",2010,"CO","A",57
951,"MW","P",2010,"CO","A",74
952,"OP","P",2010,"CO","A",65
953,"LM","P",2010,"CO","A",65
954,"MT","P",2010,"CO","A",81
955,"LD","P",2010,"CO","A",39
956,"IF","P",2010,"CO","A",73
957,"RW","P",2010,"CO","A",69
958,"PB","P",2010,"CO","A",34
959,"LC","P",2010,"CO","A",33
960,"B01","P",2010,"CO","A",90
961,"B02","P",2010,"CO","A",76
962,"B03","P",2010,"CO","A",76
963,"B04","P",2010,"CO","A",55
964,"B05","P",2010,"CO","A",73
965,"B06","P",2010,"CO","A",70
966,"B07","P",2010,"CO","A",58
967,"B08","P",2010,"CO","A",67
968,"B09","P",2010,"CO","A",67
969,"B10","P",2010,"CO","A",80
970,"B11","P",2010,"CO","A",80
971,"B12","P",2010,"CO","A",52
972,"B13","P",2010,"CO","A",71
973,"B14","P",2010,"CO","A",79
974,"B15","P",2010,"CO","A",60
975,"B16","P",2010,"CO","A",59
976,"B17","P",2010,"CO","A",61
977,"B18","P",2010,"CO","A",39
978,"B19","P",2010,"CO","A",86
979,"B20","P",2010,"CO","A",82
980,"B21","P",2010,"CO","A",76
981,"B22","P",2010,"CO","A",47
982,"B23","P",2010,"CO","A",42
983,"B24","P",2010,"CO","A",31
984,"B25","P",2010,"CO","A",37
985,"B26","P",2010,"CO","A",78
986,"B27","P",2010,"CO","A",84
987,"B28","P",2010,"CO","A",65
988,"B29","P",2010,"CO","A",66
989,"B30","P",2010,"CO","A",80
990,"B31","P",2010,"CO","A",67
991,"B32","P",2010,"CO","A",70
992,"B33","P",2010,"CO","A",88
993,"B34","P",2010,"CO","A",60
994,"B35","P",2010,"CO","A",60
995,"B36","P",2010,"CO","A",60
996,"B37","P",2010,"CO","A",37
997,"B38","P",2010,"CO","A",36
998,"B39","P",2010,"CO","A",29
999,"B40","P",2010,"CO","A",33
1000,"B41","P",2010,"CO","A",48
1001,"B42","P",2010,"CO","A",38
1002,"B43","P",2010,"CO","A",24
1003,"B44","P",2010,"CO","A",33
1004,"B45","P",2010,"CO","A",20
1005,"B46","P",2010,"CO","A",15
1006,"B47","P",2010,"CO","A",52
1007,"B48","P",2010,"CO","A",32
1008,"B49","P",2010,"CO","A",38
1009,"B50","P",2010,"CO","A",66
1010,"B51","P",2010,"CO","A",45
1011,"B52","P",2010,"CO","A",39
1012,"B53","P",2010,"CO","A",40
1013,"B54","P",2010,"CO","A",34
1014,"B55","P",2010,"CO","A",40
1015,"B56","P",2010,"CO","A",58
1016,"C01","P",2010,"CO","A",81
1017,"C02","P",2010,"CO","A",77
1018,"E01","P",2010,"CO","A",97
1019,"E02","P",2010,"CO","A",63
1020,"E03","P",2010,"CO","A",71
1021,"F01","P",2010,"CO","A",8
1022,"F03","P",2010,"CO","A",11
1023,"EEI","P",2010,"BS","A",56
1024,"MW","P",2010,"BS","A",67
1025,"OP","P",2010,"BS","A",78
1026,"LM","P",2010,"BS","A",62
1027,"MT","P",2010,"BS","A",79
1028,"LD","P",2010,"BS","A",33
1029,"IF","P",2010,"BS","A",72
1030,"RW","P",2010,"BS","A",65
1031,"PB","P",2010,"BS","A",51
1032,"LC","P",2010,"BS","A",37
1033,"B01","P",2010,"BS","A",87
1034,"B02","P",2010,"BS","A",69
1035,"B03","P",2010,"BS","A",66
1036,"B04","P",2010,"BS","A",44
1037,"B05","P",2010,"BS","A",68
1038,"B06","P",2010,"BS","A",83
1039,"B07","P",2010,"BS","A",74
1040,"B08","P",2010,"BS","A",76
1041,"B09","P",2010,"BS","A",61
1042,"B10","P",2010,"BS","A",74
1043,"B11","P",2010,"BS","A",74
1044,"B12","P",2010,"BS","A",59
1045,"B13","P",2010,"BS","A",67
1046,"B14","P",2010,"BS","A",76
1047,"B15","P",2010,"BS","A",56
1048,"B16","P",2010,"BS","A",53
1049,"B17","P",2010,"BS","A",57
1050,"B18","P",2010,"BS","A",37
1051,"B19","P",2010,"BS","A",83
1052,"B20","P",2010,"BS","A",83
1053,"B21","P",2010,"BS","A",71
1054,"B22","P",2010,"BS","A",34
1055,"B23","P",2010,"BS","A",38
1056,"B24","P",2010,"BS","A",22
1057,"B25","P",2010,"BS","A",40
1058,"B26","P",2010,"BS","A",78
1059,"B27","P",2010,"BS","A",86
1060,"B28","P",2010,"BS","A",60
1061,"B29","P",2010,"BS","A",65
1062,"B30","P",2010,"BS","A",71
1063,"B31","P",2010,"BS","A",51
1064,"B32","P",2010,"BS","A",59
1065,"B33","P",2010,"BS","A",85
1066,"B34","P",2010,"BS","A",65
1067,"B35","P",2010,"BS","A",59
1068,"B36","P",2010,"BS","A",68
1069,"B37","P",2010,"BS","A",53
1070,"B38","P",2010,"BS","A",55
1071,"B39","P",2010,"BS","A",44
1072,"B40","P",2010,"BS","A",43
1073,"B41","P",2010,"BS","A",44
1074,"B42","P",2010,"BS","A",39
1075,"B43","P",2010,"BS","A",31
1076,"B44","P",2010,"BS","A",36
1077,"B45","P",2010,"BS","A",26
1078,"B46","P",2010,"BS","A",23
1079,"B47","P",2010,"BS","A",61
1080,"B48","P",2010,"BS","A",30
1081,"B49","P",2010,"BS","A",39
1082,"B50","P",2010,"BS","A",47
1083,"B51","P",2010,"BS","A",46
1084,"B52","P",2010,"BS","A",46
1085,"B53","P",2010,"BS","A",40
1086,"B54","P",2010,"BS","A",36
1087,"B55","P",2010,"BS","A",49
1088,"B56","P",2010,"BS","A",46
1089,"C01","P",2010,"BS","A",92
1090,"C02","P",2010,"BS","A",92
1091,"E01","P",2010,"BS","A",98
1092,"E02","P",2010,"BS","A",69
1093,"E03","P",2010,"BS","A",73
1094,"F01","P",2010,"BS","A",10
1095,"F03","P",2010,"BS","A",9
1096,"EEI","P",2010,"COI","A",55
1097,"MW","P",2010,"COI","A",61
1098,"OP","P",2010,"COI","A",45
1099,"LM","P",2010,"COI","A",64
1100,"MT","P",2010,"COI","A",74
1101,"LD","P",2010,"COI","A",41
1102,"IF","P",2010,"COI","A",73
1103,"RW","P",2010,"COI","A",67
1104,"PB","P",2010,"COI","A",59
1105,"LC","P",2010,"COI","A",26
1106,"B01","P",2010,"COI","A",82
1107,"B02","P",2010,"COI","A",55
1108,"B03","P",2010,"COI","A",63
1109,"B04","P",2010,"COI","A",37
1110,"B05","P",2010,"COI","A",68
1111,"B06","P",2010,"COI","A",44
1112,"B07","P",2010,"COI","A",40
1113,"B08","P",2010,"COI","A",51
1114,"B09","P",2010,"COI","A",62
1115,"B10","P",2010,"COI","A",85
1116,"B11","P",2010,"COI","A",81
1117,"B12","P",2010,"COI","A",44
1118,"B13","P",2010,"COI","A",63
1119,"B14","P",2010,"COI","A",80
1120,"B15","P",2010,"COI","A",61
1121,"B16","P",2010,"COI","A",58
1122,"B17","P",2010,"COI","A",65
1123,"B18","P",2010,"COI","A",40
1124,"B19","P",2010,"COI","A",79
1125,"B20","P",2010,"COI","A",76
1126,"B21","P",2010,"COI","A",67
1127,"B22","P",2010,"COI","A",49
1128,"B23","P",2010,"COI","A",54
1129,"B24","P",2010,"COI","A",16
1130,"B25","P",2010,"COI","A",45
1131,"B26","P",2010,"COI","A",78
1132,"B27","P",2010,"COI","A",85
1133,"B28","P",2010,"COI","A",56
1134,"B29","P",2010,"COI","A",75
1135,"B30","P",2010,"COI","A",68
1136,"B31","P",2010,"COI","A",54
1137,"B32","P",2010,"COI","A",49
1138,"B33","P",2010,"COI","A",89
1139,"B34","P",2010,"COI","A",70
1140,"B35","P",2010,"COI","A",61
1141,"B36","P",2010,"COI","A",80
1142,"B37","P",2010,"COI","A",63
1143,"B38","P",2010,"COI","A",61
1144,"B39","P",2010,"COI","A",54
1145,"B40","P",2010,"COI","A",33
1146,"B41","P",2010,"COI","A",17
1147,"B42","P",2010,"COI","A",24
1148,"B43","P",2010,"COI","A",13
1149,"B44","P",2010,"COI","A",19
1150,"B45","P",2010,"COI","A",20
1151,"B46","P",2010,"COI","A",19
1152,"B47","P",2010,"COI","A",48
1153,"B48","P",2010,"COI","A",24
1154,"B49","P",2010,"COI","A",42
1155,"B50","P",2010,"COI","A",49
1156,"B51","P",2010,"COI","A",38
1157,"B52","P",2010,"COI","A",50
1158,"B53","P",2010,"COI","A",42
1159,"B54","P",2010,"COI","A",36
1160,"B55","P",2010,"COI","A",21
1161,"B56","P",2010,"COI","A",37
1162,"C01","P",2010,"COI","A",79
1163,"C02","P",2010,"COI","A",75
1164,"E01","P",2010,"COI","A",85
1165,"E02","P",2010,"COI","A",46
1166,"E03","P",2010,"COI","A",57
1167,"F01","P",2010,"COI","A",7
1168,"F03","P",2010,"COI","A",8
1169,"EEI","P",2010,"NSG","A",54
1170,"MW","P",2010,"NSG","A",77
1171,"OP","P",2010,"NSG","A",63
1172,"LM","P",2010,"NSG","A",63
1173,"MT","P",2010,"NSG","A",84
1174,"LD","P",2010,"NSG","A",44
1175,"IF","P",2010,"NSG","A",70
1176,"RW","P",2010,"NSG","A",69
1177,"PB","P",2010,"NSG","A",43
1178,"LC","P",2010,"NSG","A",29
1179,"B01","P",2010,"NSG","A",91
1180,"B02","P",2010,"NSG","A",78
1181,"B03","P",2010,"NSG","A",80
1182,"B04","P",2010,"NSG","A",53
1183,"B05","P",2010,"NSG","A",84
1184,"B06","P",2010,"NSG","A",63
1185,"B07","P",2010,"NSG","A",58
1186,"B08","P",2010,"NSG","A",67
1187,"B09","P",2010,"NSG","A",61
1188,"B10","P",2010,"NSG","A",77
1189,"B11","P",2010,"NSG","A",84
1190,"B12","P",2010,"NSG","A",57
1191,"B13","P",2010,"NSG","A",68
1192,"B14","P",2010,"NSG","A",78
1193,"B15","P",2010,"NSG","A",59
1194,"B16","P",2010,"NSG","A",55
1195,"B17","P",2010,"NSG","A",54
1196,"B18","P",2010,"NSG","A",33
1197,"B19","P",2010,"NSG","A",87
1198,"B20","P",2010,"NSG","A",86
1199,"B21","P",2010,"NSG","A",78
1200,"B22","P",2010,"NSG","A",63
1201,"B23","P",2010,"NSG","A",55
1202,"B24","P",2010,"NSG","A",19
1203,"B25","P",2010,"NSG","A",41
1204,"B26","P",2010,"NSG","A",75
1205,"B27","P",2010,"NSG","A",84
1206,"B28","P",2010,"NSG","A",58
1207,"B29","P",2010,"NSG","A",63
1208,"B30","P",2010,"NSG","A",73
1209,"B31","P",2010,"NSG","A",62
1210,"B32","P",2010,"NSG","A",60
1211,"B33","P",2010,"NSG","A",88
1212,"B34","P",2010,"NSG","A",70
1213,"B35","P",2010,"NSG","A",62
1214,"B36","P",2010,"NSG","A",70
1215,"B37","P",2010,"NSG","A",43
1216,"B38","P",2010,"NSG","A",46
1217,"B39","P",2010,"NSG","A",39
1218,"B40","P",2010,"NSG","A",26
1219,"B41","P",2010,"NSG","A",38
1220,"B42","P",2010,"NSG","A",26
1221,"B43","P",2010,"NSG","A",19
1222,"B44","P",2010,"NSG","A",25
1223,"B45","P",2010,"NSG","A",16
1224,"B46","P",2010,"NSG","A",21
1225,"B47","P",2010,"NSG","A",55
1226,"B48","P",2010,"NSG","A",32
1227,"B49","P",2010,"NSG","A",33
1228,"B50","P",2010,"NSG","A",45
1229,"B51","P",2010,"NSG","A",29
1230,"B52","P",2010,"NSG","A",57
1231,"B53","P",2010,"NSG","A",40
1232,"B54","P",2010,"NSG","A",34
1233,"B55","P",2010,"NSG","A",43
1234,"B56","P",2010,"NSG","A",50
1235,"C01","P",2010,"NSG","A",82
1236,"C02","P",2010,"NSG","A",76
1237,"E01","P",2010,"NSG","A",94
1238,"E02","P",2010,"NSG","A",66
1239,"E03","P",2010,"NSG","A",66
1240,"F01","P",2010,"NSG","A",10
1241,"F03","P",2010,"NSG","A",14
1242,"EEI","P",2010,"OGC","A",51
1243,"MW","P",2010,"OGC","A",66
1244,"OP","P",2010,"OGC","A",43
1245,"LM","P",2010,"OGC","A",63
1246,"MT","P",2010,"OGC","A",81
1247,"LD","P",2010,"OGC","A",35
1248,"IF","P",2010,"OGC","A",73
1249,"RW","P",2010,"OGC","A",65
1250,"PB","P",2010,"OGC","A",39
1251,"LC","P",2010,"OGC","A",29
1252,"B01","P",2010,"OGC","A",84
1253,"B02","P",2010,"OGC","A",66
1254,"B03","P",2010,"OGC","A",59
1255,"B04","P",2010,"OGC","A",44
1256,"B05","P",2010,"OGC","A",76
1257,"B06","P",2010,"OGC","A",43
1258,"B07","P",2010,"OGC","A",41
1259,"B08","P",2010,"OGC","A",45
1260,"B09","P",2010,"OGC","A",63
1261,"B10","P",2010,"OGC","A",86
1262,"B11","P",2010,"OGC","A",78
1263,"B12","P",2010,"OGC","A",49
1264,"B13","P",2010,"OGC","A",67
1265,"B14","P",2010,"OGC","A",80
1266,"B15","P",2010,"OGC","A",59
1267,"B16","P",2010,"OGC","A",56
1268,"B17","P",2010,"OGC","A",60
1269,"B18","P",2010,"OGC","A",31
1270,"B19","P",2010,"OGC","A",85
1271,"B20","P",2010,"OGC","A",83
1272,"B21","P",2010,"OGC","A",75
1273,"B22","P",2010,"OGC","A",43
1274,"B23","P",2010,"OGC","A",44
1275,"B24","P",2010,"OGC","A",16
1276,"B25","P",2010,"OGC","A",38
1277,"B26","P",2010,"OGC","A",79
1278,"B27","P",2010,"OGC","A",84
1279,"B28","P",2010,"OGC","A",58
1280,"B29","P",2010,"OGC","A",69
1281,"B30","P",2010,"OGC","A",68
1282,"B31","P",2010,"OGC","A",56
1283,"B32","P",2010,"OGC","A",49
1284,"B33","P",2010,"OGC","A",86
1285,"B34","P",2010,"OGC","A",70
1286,"B35","P",2010,"OGC","A",60
1287,"B36","P",2010,"OGC","A",65
1288,"B37","P",2010,"OGC","A",39
1289,"B38","P",2010,"OGC","A",42
1290,"B39","P",2010,"OGC","A",35
1291,"B40","P",2010,"OGC","A",29
1292,"B41","P",2010,"OGC","A",45
1293,"B42","P",2010,"OGC","A",35
1294,"B43","P",2010,"OGC","A",14
1295,"B44","P",2010,"OGC","A",27
1296,"B45","P",2010,"OGC","A",15
1297,"B46","P",2010,"OGC","A",17
1298,"B47","P",2010,"OGC","A",44
1299,"B48","P",2010,"OGC","A",23
1300,"B49","P",2010,"OGC","A",38
1301,"B50","P",2010,"OGC","A",36
1302,"B51","P",2010,"OGC","A",29
1303,"B52","P",2010,"OGC","A",35
1304,"B53","P",2010,"OGC","A",27
1305,"B54","P",2010,"OGC","A",27
1306,"B55","P",2010,"OGC","A",32
1307,"B56","P",2010,"OGC","A",43
1308,"C01","P",2010,"OGC","A",74
1309,"C02","P",2010,"OGC","A",59
1310,"E01","P",2010,"OGC","A",93
1311,"E02","P",2010,"OGC","A",52
1312,"E03","P",2010,"OGC","A",65
1313,"F01","P",2010,"OGC","A",7
1314,"F03","P",2010,"OGC","A",8
1315,"EEI","P",2010,"CC","A",55
1316,"MW","P",2010,"CC","A",72
1317,"OP","P",2010,"CC","A",85
1318,"LM","P",2010,"CC","A",66
1319,"MT","P",2010,"CC","A",82
1320,"LD","P",2010,"CC","A",38
1321,"IF","P",2010,"CC","A",72
1322,"RW","P",2010,"CC","A",71
1323,"PB","P",2010,"CC","A",41
1324,"LC","P",2010,"CC","A",32
1325,"B01","P",2010,"CC","A",90
1326,"B02","P",2010,"CC","A",77
1327,"B03","P",2010,"CC","A",73
1328,"B04","P",2010,"CC","A",50
1329,"B05","P",2010,"CC","A",67
1330,"B06","P",2010,"CC","A",87
1331,"B07","P",2010,"CC","A",83
1332,"B08","P",2010,"CC","A",85
1333,"B09","P",2010,"CC","A",64
1334,"B10","P",2010,"CC","A",83
1335,"B11","P",2010,"CC","A",82
1336,"B12","P",2010,"CC","A",61
1337,"B13","P",2010,"CC","A",72
1338,"B14","P",2010,"CC","A",79
1339,"B15","P",2010,"CC","A",63
1340,"B16","P",2010,"CC","A",58
1341,"B17","P",2010,"CC","A",61
1342,"B18","P",2010,"CC","A",37
1343,"B19","P",2010,"CC","A",87
1344,"B20","P",2010,"CC","A",84
1345,"B21","P",2010,"CC","A",75
1346,"B22","P",2010,"CC","A",55
1347,"B23","P",2010,"CC","A",51
1348,"B24","P",2010,"CC","A",14
1349,"B25","P",2010,"CC","A",30
1350,"B26","P",2010,"CC","A",75
1351,"B27","P",2010,"CC","A",87
1352,"B28","P",2010,"CC","A",60
1353,"B29","P",2010,"CC","A",67
1354,"B30","P",2010,"CC","A",76
1355,"B31","P",2010,"CC","A",62
1356,"B32","P",2010,"CC","A",68
1357,"B33","P",2010,"CC","A",90
1358,"B34","P",2010,"CC","A",70
1359,"B35","P",2010,"CC","A",59
1360,"B36","P",2010,"CC","A",72
1361,"B37","P",2010,"CC","A",42
1362,"B38","P",2010,"CC","A",47
1363,"B39","P",2010,"CC","A",33
1364,"B40","P",2010,"CC","A",33
1365,"B41","P",2010,"CC","A",47
1366,"B42","P",2010,"CC","A",36
1367,"B43","P",2010,"CC","A",24
1368,"B44","P",2010,"CC","A",29
1369,"B45","P",2010,"CC","A",18
1370,"B46","P",2010,"CC","A",23
1371,"B47","P",2010,"CC","A",48
1372,"B48","P",2010,"CC","A",33
1373,"B49","P",2010,"CC","A",31
1374,"B50","P",2010,"CC","A",55
1375,"B51","P",2010,"CC","A",36
1376,"B52","P",2010,"CC","A",49
1377,"B53","P",2010,"CC","A",37
1378,"B54","P",2010,"CC","A",32
1379,"B55","P",2010,"CC","A",34
1380,"B56","P",2010,"CC","A",47
